TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.xml.security.signature.XMLSignatureInput,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9313012425180495,720,667
org.apache.xml.security.signature.XMLSignatureInputDebugger,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4402100252185795,850,47
org.apache.xml.security.stax.config.ConfigurationProperties,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.763755980861244,56,35
org.apache.xml.security.stax.config.Init,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7152777777777777,78,47
org.apache.xml.security.stax.config.JCEAlgorithmMapper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5897671568627452,56,13
org.apache.xml.security.stax.config.ResourceResolverMapper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5190040650406504,78,40
org.apache.xml.security.stax.config.SecurityHeaderHandlerMapper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6896306818181818,54,26
org.apache.xml.security.stax.config.TransformerAlgorithmMapper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5382662835249042,113,47
org.apache.xml.security.stax.config.XIncludeHandler,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6527589272562758,615,196
org.apache.xml.security.stax.ext.AbstractBufferingOutputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.46929824561403505,51,23
org.apache.xml.security.stax.ext.AbstractInputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9054316946640316,113,92
org.apache.xml.security.stax.ext.AbstractInputSecurityHeaderHandler,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.15422077922077923,107,4
org.apache.xml.security.stax.ext.AbstractOutputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7228002883470918,510,350
org.apache.xml.security.stax.ext.ComparableType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9895833333333333,78,77
org.apache.xml.security.stax.ext.InboundXMLSec,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.39226190476190476,88,22
org.apache.xml.security.stax.ext.OutboundXMLSec,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5115298407600696,288,60
org.apache.xml.security.stax.ext.SecurePart,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9946428571428572,232,229
org.apache.xml.security.stax.ext.stax.XMLSecEventFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5816789215686274,356,145
org.apache.xml.security.stax.ext.UncheckedXMLSecurityException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,18,18
org.apache.xml.security.stax.ext.XMLSecurityConfigurationException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,31,31
org.apache.xml.security.stax.ext.XMLSecurityConstants,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9464285714285714,70,66
org.apache.xml.security.stax.ext.XMLSecurityProperties,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9684343434343434,527,502
org.apache.xml.security.stax.ext.XMLSecurityUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6171993967651862,1019,524
org.apache.xml.security.stax.impl.AbstractSecurityContextImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.832664895411606,151,121
org.apache.xml.security.stax.impl.algorithms.DSAUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,26,23
org.apache.xml.security.stax.impl.algorithms.ECDSAUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8982405462184874,84,69
org.apache.xml.security.stax.impl.algorithms.HMACSignatureAlgorithm,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.19154381654381655,105,13
org.apache.xml.security.stax.impl.algorithms.PKISignatureAlgorithm,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5958017676767677,181,107
org.apache.xml.security.stax.impl.algorithms.SignatureAlgorithmFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5284722222222222,76,26
org.apache.xml.security.stax.impl.DocumentContextImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9487179487179488,152,141
org.apache.xml.security.stax.impl.EncryptionPartDef,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,105,105
org.apache.xml.security.stax.impl.InputProcessorChainImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8855248917748917,465,410
org.apache.xml.security.stax.impl.OutboundSecurityContextImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.953125,37,34
org.apache.xml.security.stax.impl.OutputProcessorChainImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9261981342270438,531,485
org.apache.xml.security.stax.impl.processor.input.AbstractSignatureInputHandler,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.18824477097858394,392,15
org.apache.xml.security.stax.impl.processor.input.LogInputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8090277777777778,31,22
org.apache.xml.security.stax.impl.processor.input.XMLEncryptedKeyInputHandler,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.498630791722897,294,37
org.apache.xml.security.stax.impl.processor.input.XMLSecurityInputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.610596690291218,253,115
org.apache.xml.security.stax.impl.processor.input.XMLSignatureInputHandler,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6326086956521739,47,18
org.apache.xml.security.stax.impl.processor.output.AbstractEncryptEndingOutputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,4,0
org.apache.xml.security.stax.impl.processor.output.AbstractSignatureEndingOutputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4934000245866372,232,44
org.apache.xml.security.stax.impl.processor.output.AbstractSignatureOutputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5106120453237674,418,141
org.apache.xml.security.stax.impl.processor.output.FinalOutputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.986842105263158,45,40
org.apache.xml.security.stax.impl.processor.output.XMLSignatureEndingOutputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.48223242770402386,261,97
org.apache.xml.security.stax.impl.processor.output.XMLSignatureOutputProcessor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6991185897435898,101,45
org.apache.xml.security.stax.impl.resourceResolvers.ResolverFilesystem,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8989610389610388,111,101
org.apache.xml.security.stax.impl.resourceResolvers.ResolverHttp,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8204139610389611,129,98
org.apache.xml.security.stax.impl.resourceResolvers.ResolverSameDocument,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.955592105263158,146,138
org.apache.xml.security.stax.impl.resourceResolvers.ResolverXPointer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7560876623376623,158,106
org.apache.xml.security.stax.impl.securityToken.AbstractInboundSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.73132137796962,318,203
org.apache.xml.security.stax.impl.securityToken.AbstractSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8992775341130603,162,142
org.apache.xml.security.stax.impl.securityToken.DsaKeyValueSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9125,54,46
org.apache.xml.security.stax.impl.securityToken.ECKeyValueSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7786512474012475,120,85
org.apache.xml.security.stax.impl.securityToken.GenericOutboundSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9371130030959752,129,119
org.apache.xml.security.stax.impl.securityToken.KeyNameSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.975,22,21
org.apache.xml.security.stax.impl.securityToken.RsaKeyValueSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8159722222222222,51,39
org.apache.xml.security.stax.impl.securityToken.SecurityTokenFactoryImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.36983024691358024,347,41
org.apache.xml.security.stax.impl.securityToken.X509IssuerSerialSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.975,39,37
org.apache.xml.security.stax.impl.securityToken.X509SecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.96875,23,22
org.apache.xml.security.stax.impl.securityToken.X509SKISecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,21,21
org.apache.xml.security.stax.impl.securityToken.X509SubjectNameSecurityToken,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,21,21
org.apache.xml.security.stax.impl.SignaturePartDef,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,144,144
org.apache.xml.security.stax.impl.stax.XMLSecAttributeImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9282935787764782,539,517
org.apache.xml.security.stax.impl.stax.XMLSecCharactersImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9556291165017936,578,566
org.apache.xml.security.stax.impl.stax.XMLSecCommentImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9391025641025641,43,38
org.apache.xml.security.stax.impl.stax.XMLSecDTDImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8883928571428572,68,50
org.apache.xml.security.stax.impl.stax.XMLSecEndDocumentImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9285714285714286,38,34
org.apache.xml.security.stax.impl.stax.XMLSecEndElementImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8994318181818182,86,73
org.apache.xml.security.stax.impl.stax.XMLSecEntityDeclarationImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8895750988142292,98,79
org.apache.xml.security.stax.impl.stax.XMLSecEntityReferenceImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.946875,67,61
org.apache.xml.security.stax.impl.stax.XMLSecEventBaseImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9002105021487354,277,247
org.apache.xml.security.stax.impl.stax.XMLSecNamespaceImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9197425593870675,615,568
org.apache.xml.security.stax.impl.stax.XMLSecProcessingInstructionImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9460561497326203,79,69
org.apache.xml.security.stax.impl.stax.XMLSecStartDocumentImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9554311497326203,169,150
org.apache.xml.security.stax.impl.stax.XMLSecStartElementImpl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8510357340801027,693,553
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer11,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8477389594676347,120,101
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer11_OmitCommentsTransformer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer11_WithCommentsTransformer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer20010315,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,4,4
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer20010315_Excl,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5773023157313285,361,173
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer20010315_ExclOmitCommentsTransformer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer20010315_ExclWithCommentsTransformer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer20010315_OmitCommentsTransformer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.impl.transformer.canonicalizer.Canonicalizer20010315_WithCommentsTransformer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.impl.transformer.canonicalizer.CanonicalizerBase,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6067674135649636,1817,786
org.apache.xml.security.stax.impl.transformer.TransformEnvelopedSignature,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7755681818181819,125,95
org.apache.xml.security.stax.impl.transformer.TransformIdentity,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7801937831988982,301,208
org.apache.xml.security.stax.impl.util.ConcreteLSInput,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,118,118
org.apache.xml.security.stax.impl.util.DigestOutputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4690476190476191,95,42
org.apache.xml.security.stax.impl.util.FullyBufferedOutputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,53,53
org.apache.xml.security.stax.impl.util.IDGenerator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,24,22
org.apache.xml.security.stax.impl.util.IVSplittingOutputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9011060259344013,222,168
org.apache.xml.security.stax.impl.util.KeyValue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,22,22
org.apache.xml.security.stax.impl.util.LimitingInputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,111,111
org.apache.xml.security.stax.impl.util.MultiInputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.931748200190823,220,208
org.apache.xml.security.stax.impl.util.ReplaceableOuputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,49,49
org.apache.xml.security.stax.impl.util.SignerOutputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4781954156954157,123,58
org.apache.xml.security.stax.impl.util.TrimmerOutputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9994469026548672,332,331
org.apache.xml.security.stax.impl.util.UnsynchronizedBufferedOutputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,166,166
org.apache.xml.security.stax.impl.util.UnsynchronizedByteArrayInputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.990644807411019,430,428
org.apache.xml.security.stax.impl.util.UnsynchronizedByteArrayOutputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9346450617283951,294,287
org.apache.xml.security.stax.impl.XMLSecurityEventReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8916666666666666,110,97
org.apache.xml.security.stax.impl.XMLSecurityEventWriter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8840506715506715,245,205
org.apache.xml.security.stax.impl.XMLSecurityStreamReader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.3540320598696903,1390,245
org.apache.xml.security.stax.impl.XMLSecurityStreamWriter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7337601078167116,847,612
org.apache.xml.security.stax.securityEvent.AbstractElementSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.984375,35,34
org.apache.xml.security.stax.securityEvent.AbstractSecuredElementSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9432971014492754,94,87
org.apache.xml.security.stax.securityEvent.AlgorithmSuiteSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,71,71
org.apache.xml.security.stax.securityEvent.ContentEncryptedElementSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.securityEvent.DefaultTokenSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.securityEvent.EncryptedElementSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.securityEvent.EncryptedKeyTokenSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.securityEvent.KeyNameTokenSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.securityEvent.KeyValueTokenSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.734375,19,10
org.apache.xml.security.stax.securityEvent.SecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.975,26,25
org.apache.xml.security.stax.securityEvent.SecurityEventConstants,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,11,11
org.apache.xml.security.stax.securityEvent.SignatureValueSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,20,20
org.apache.xml.security.stax.securityEvent.SignedElementSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.securityEvent.TokenSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.75,18,13
org.apache.xml.security.stax.securityEvent.X509TokenSecurityEvent,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
org.apache.xml.security.stax.securityToken.SecurityTokenConstants,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,29,29
org.apache.xml.security.stax.securityToken.SecurityTokenFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.25026106934001674,63,7
org.apache.xml.security.transforms.implementations.TransformBase64Decode,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.812131734006734,200,133
org.apache.xml.security.transforms.implementations.TransformC14N,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.953125,67,58
org.apache.xml.security.transforms.implementations.TransformC14N11,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.953125,67,58
org.apache.xml.security.transforms.implementations.TransformC14N11_WithComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.953125,68,59
org.apache.xml.security.transforms.implementations.TransformC14NExclusive,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.44828869047619047,84,18
org.apache.xml.security.transforms.implementations.TransformC14NExclusiveWithComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.47366071428571427,77,18
org.apache.xml.security.transforms.implementations.TransformC14NWithComments,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.953125,67,58
org.apache.xml.security.transforms.implementations.TransformEnvelopedSignature,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.584375,147,60
org.apache.xml.security.transforms.implementations.TransformXPath,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5848392287537024,169,72
org.apache.xml.security.transforms.implementations.TransformXPath2Filter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.39589056776556775,137,19
org.apache.xml.security.transforms.implementations.TransformXPointer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8385416666666667,46,22
org.apache.xml.security.transforms.implementations.TransformXSLT,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4375403746770026,104,15
org.apache.xml.security.transforms.implementations.XPath2NodeFilter,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9922048047646134,483,470
